,Country Code,Year,GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"Central government debt, total (% of GDP)","Population, total","Population, female (% of total population)","Inflation, consumer prices (annual %)",Real interest rate (%),Deposit interest rate (%),Lending interest rate (%),Country Name,Country,Continent
3383,MMR,1983,1381573615.2512999,4.391092679887976,39.00077340358706,2.382274472365225,0.0,35424262.0,49.8615807437287,5.65008336345438,0.0,1.5,0.0,Myanmar,Myanmar,Asia
3385,MNG,1983,2725736633.3333335,5.8340379544949315,1492.921975148791,3.28489430241612,0.0,1825773.0,50.0667388552684,0.0,0.0,0.0,0.0,Mongolia,Mongolia,Asia
3386,MRT,1983,1165171263.3824146,3.7353420271206517,707.7329957259299,0.7101902172826726,0.0,1646343.0,50.0969725020849,0.0,4.4232584944232,5.5,12.0,Mauritania,Mauritania,Africa
3387,MUS,1983,1090276947.2587175,0.38379531032690295,1088.4364013041122,-0.5351701221225369,0.0,1001691.0,49.6768537074148,5.58949801843939,6.129501946953274,12.0625,15.0833333333333,Mauritius,Mauritius,Africa
3388,MWI,1983,1780148049.6777647,3.7187091508651235,252.20573823444946,-0.3071534940206959,0.0,7058317.0,51.4239584308837,13.5025105170179,6.386380333829415,0.0,18.3333333333333,Malawi,Malawi,Africa
3389,MYS,1983,30347442110.93161,6.252230810926733,2123.2585965590106,3.4880478404958097,0.0,14292862.0,49.2840832018108,3.70423546319374,5.537334854281256,8.02083333333333,11.775,Malaysia,Malaysia,Asia
3391,NAM,1983,2297400687.550489,-1.8234503749055904,2223.8254234167457,-4.443018552176312,0.0,1033085.0,51.6879056418397,0.0,0.0,0.0,0.0,Namibia,Namibia,Africa
3393,NER,1983,1803099561.2004635,-3.8636279071415345,266.4703044924536,-6.735824857675411,0.0,6766606.0,50.5072114439647,-2.48960568671488,0.0,0.0,0.0,Niger,Niger,Africa
3394,NGA,1983,97094911792.04893,-10.924085033938681,1223.603921313544,-13.12822814304107,0.0,79351586.0,49.8578364898718,23.2123315511559,-8.022386439453014,7.41166666591667,9.97666666633333,Nigeria,Nigeria,Africa
3395,NLD,1983,153445465987.18246,2.069957887900628,10680.359042392252,1.6836185500993963,0.0,14367070.0,50.4626592427775,2.74084033162258,0.0,0.0,0.0,Netherlands,Netherlands,Europe
3396,NOR,1983,61627240831.09479,3.9730073825075607,14927.517476633935,3.629363188844124,0.0,4128432.0,50.513712731666,8.46524432209222,0.0,0.0,0.0,Norway,Norway,Europe
3397,NPL,1983,2447174803.5405083,-2.9774058574199813,146.18146589290055,-5.258215728454417,0.0,16740664.0,49.1509476565565,12.3772380782713,0.0,0.0,0.0,Nepal,Nepal,Asia
3398,NZL,1983,24309279705.57308,3.4915249851751327,7598.312038750064,2.0940837075958,0.0,3199300.0,50.3709050206735,7.34107586057345,0.0,0.0,0.0,New Zealand,New Zealand,Oceania
3400,OMN,1983,7932541690.793283,16.66667072997643,6585.06597964288,10.24316921484585,0.0,1204626.0,48.6606631435815,0.0,0.0,0.0,0.0,Oman,Oman,Asia
3402,PAK,1983,28691889763.77953,6.778378338706403,315.01726589104766,2.965681286971659,0.0,91080372.0,47.7851858136899,6.362033499853,0.0,0.0,0.0,Pakistan,Pakistan,Asia
3403,PAN,1983,5923755900.0,-4.491364346428966,2822.8538112241176,-6.687449590003581,0.0,2098499.0,49.4635927870349,2.10284124368165,0.0,0.0,0.0,Panama,Panama,North America
3404,PER,1983,14124541992.500002,-10.408085798296952,750.231715848584,-12.5615669545397,0.0,18826906.0,49.9976469845869,111.150635209157,0.0,0.0,0.0,Peru,Peru,South America
3405,PHL,1983,37759179894.52985,1.8969517895909718,723.0832567168845,-0.6029982665154137,0.0,52219685.0,49.676253313286,10.0293565620481,4.367419455429592,13.5813333333333,19.2379166664167,Philippines,Philippines,Asia
3406,PNG,1983,2562351551.0449133,3.223163063542927,775.6059539249488,1.085603533762594,0.0,3303677.0,46.9659110136978,7.90209790139863,-5.9637867769843265,6.28882575746591,11.5833333333333,Papua New Guinea,Papua New Guinea,Oceania
3409,PRT,1983,27239650741.94716,-0.17311354825184821,2735.491065800466,-0.6352026109281184,0.0,9957865.0,51.8238713267264,24.0027623802917,0.0,0.0,0.0,Portugal,Portugal,Europe
3410,PRY,1983,5673248726.164384,-3.042617884718595,1696.9130655573706,-5.699025039555821,0.0,3343276.0,49.4930122430813,13.4337555631631,0.0,0.0,0.0,Paraguay,Paraguay,South America
3414,QAT,1983,6467582307.692307,0.0,19571.808202328637,0.0,0.0,330454.0,32.0389524714484,2.74361400094617,0.0,6.0,9.5,Qatar,Qatar,Asia
3415,RWA,1983,1479687586.942922,5.980349934461444,252.53244309531598,2.2454055237975012,0.0,5859396.0,50.1469946731711,6.59300214307078,0.0,0.0,0.0,Rwanda,Rwanda,Africa
3417,SAU,1983,129171602025.14703,-16.051386213488144,10997.05279108558,-19.94553464839646,0.0,11746020.0,44.2857665830639,0.191424196019035,0.0,0.0,0.0,Saudi Arabia,Saudi Arabia,Asia
3418,SDN,1983,8230153846.153847,2.062501694775804,354.190216064453,-1.0543281894603496,0.0,18733995.0,49.0589647322955,30.5877747791383,0.0,0.0,0.0,Sudan,Sudan,Africa
3419,SEN,1983,3569356124.9315853,-5.647460281142884,578.326149388595,-8.146691778467385,0.0,6171874.0,49.9708192357783,11.6169845681475,0.0,0.0,0.0,Senegal,Senegal,Africa
3420,SGP,1983,17784112149.53271,8.554482106144135,6633.236673664907,7.153752205383924,0.0,2681061.0,49.1528100147654,1.19641076769694,5.698663994073502,6.31416666666667,9.05083333333333,Singapore,Singapore,Asia
3421,SLB,1983,181220399.01337156,3.8905916322333383,699.8412752259034,0.4020952556194999,0.0,258945.0,47.5405974241634,6.23471882640582,4.254206947083899,0.0,11.5,Solomon Islands,Solomon Islands,Oceania
3422,SLE,1983,995278514.5888594,-2.1028016174281134,277.563168273301,-4.193445911794711,0.0,3585773.0,50.5891477235174,0.0,-1.8326985455620952,11.0,17.25,Sierra Leone,Sierra Leone,Africa
3423,SLV,1983,3506347800.0,1.5390252839868168,747.6731461421675,-0.4047677965421883,0.0,4689680.0,51.0591980689514,13.3143177303524,0.0,0.0,0.0,El Salvador,El Salvador,North America
3424,SOM,1983,733901365.9353542,-8.753669274991893,119.47900898791003,-11.586614885347913,0.0,6142513.0,49.9938217468974,0.0,-15.154963496573451,8.5,12.0,Somalia,Somalia,Africa
3428,SUR,1983,883500000.0,-3.8999999999775383,2328.621619413351,-4.437225263479576,0.0,379409.0,50.0657601691051,4.41180807455269,0.0,0.0,0.0,Suriname,Suriname,South America
3429,SWE,1983,105014356666.7971,1.9006387302032692,12608.229150586521,1.854515079593071,0.0,8329033.0,50.533859111559,8.87302152363213,0.0,0.0,0.0,Sweden,Sweden,Europe
3431,SYC,1983,156098236.95756954,-0.6162352459814571,2426.3346072521886,-0.495741989576473,0.0,64335.0,49.9080153756413,6.05263157894738,0.0,9.08333333333333,0.0,Seychelles,Seychelles,Africa
3433,TCD,1983,832415806.0100639,15.678717778733755,171.30812300983396,10.052228136686665,0.0,4859173.0,50.6123367083246,0.0,0.0,0.0,0.0,Chad,Chad,Africa
3435,TGO,1983,765746518.2753783,-5.41400778466911,244.9107485444826,-8.538765330051277,0.0,3126635.0,50.3566294114919,9.3554650798615,0.0,0.0,0.0,Togo,Togo,Africa
3436,THA,1983,40042798388.49509,5.584202469190842,822.7313241277369,3.479430666343063,0.0,48670565.0,49.8940149965385,3.7265366212408,11.152215960743783,13.0,15.2083333333333,Thailand,Thailand,Asia
3438,TON,1983,60863963.963963956,1.9824027135356204,627.5864753298476,1.9298241658234332,0.0,96981.0,49.2178880399253,9.81355311787775,0.0,0.0,0.0,Tonga,Tonga,Oceania
3441,TTO,1983,7763750000.0,-10.300328484294198,6628.471756797945,-11.382676884309788,0.0,1171273.0,50.5076100960237,15.1749999993332,5.06341605665315,0.0,11.7083333333333,Trinidad and Tobago,Trinidad and Tobago,North America
3442,TUN,1983,8350582747.835413,4.68191738527311,1177.586348825445,2.0792587911926006,0.0,7091270.0,49.585264698707,0.0,0.0,0.0,0.0,Tunisia,Tunisia,Africa
3444,UGA,1983,2240333333.3333335,5.744557713079374,157.449155940399,3.151800836109331,0.0,14228932.0,51.0109894403881,0.0,-20.403528358428517,0.0,16.1666666666667,Uganda,Uganda,Africa
3446,URY,1983,5102251570.863394,-10.274399195032018,1704.5659103170576,-10.697145491543196,0.0,2993285.0,50.9682171928166,49.1973796505637,24.08629462480193,114.860611196689,90.7591599983889,Uruguay,Uruguay,South America
3447,USA,1983,3634038000000.0,4.583913355301689,15543.893717492472,3.6319792958809956,0.0,233792000.0,51.2035207401656,3.21243523316065,6.618160218516109,0.0,10.7941666666667,United States,United States,North America
3450,VUT,1983,117389554.19140585,3.0096292542201013,926.2014800928323,0.5754605852096688,0.0,126743.0,47.7738415533797,1.65334802976032,0.0,0.0,0.0,Vanuatu,Vanuatu,Oceania
3452,WSM,1983,111862823.57497902,0.4310359756768207,670.0619583511777,0.3955424501678806,0.0,166944.0,47.8789294613763,16.4601356089933,0.0,0.0,0.0,Samoa,Samoa,Oceania
3453,ZAF,1983,96204110941.56717,-1.8465577459506335,3019.0986844562594,-4.442485565102814,0.0,31865176.0,49.3939245777271,12.3032071438236,-0.34377461518215724,0.0,16.6666666666667,South Africa,South Africa,Africa
3454,ZMB,1983,3321048451.1517076,-1.9666892976213433,527.8988234357124,-5.087202427307176,0.0,6291070.0,51.4911771765375,0.0,-4.745323585540976,7.0,13.0,Zambia,Zambia,Africa
3455,ZWE,1983,7764067000.0,1.585305461878292,957.7752321758384,-2.2055046737145005,0.0,8106356.0,50.9403732083812,0.0,0.0,12.7958333331667,0.0,Zimbabwe,Zimbabwe,Africa
3458,AGO,1984,6135166254.180602,6.000002165090606,637.9035505758654,2.2417789701647166,0.0,9617702.0,50.2700125248214,0.0,0.0,0.0,0.0,Angola,Angola,Africa
3459,ALB,1984,1857337995.3379953,-1.251596644058111,639.4847301614174,-3.3074972023194533,0.0,2904429.0,48.3719201488253,0.0,0.0,0.0,0.0,Albania,Albania,Europe
3460,AND,1984,330073080.6370984,1.7846866899590594,7825.16015829635,-2.4357304888830527,0.0,42181.0,46.8078044617245,0.0,0.0,0.0,0.0,Andorra,Andorra,Europe
3462,ARE,1984,41807954235.90302,4.016951279594053,31955.181246873322,-1.6086399932511313,0.0,1308331.0,32.8268610924911,0.0,0.0,0.0,0.0,United Arab Emirates,United Arab Emirates,Asia
3463,ARG,1984,112988571428.57143,1.5707387018202326,3787.470679030828,0.02137978756893233,0.0,29832197.0,50.8166897664292,0.0,0.0,0.0,0.0,Argentina,Argentina,South America
3464,ATG,1984,208372846.29629627,10.164995602966158,3187.981492247732,10.242526734169871,0.0,65362.0,53.0614118295034,0.0,7.353090170427808,7.99382324,11.4800003475613,Antigua and Barbuda,Antigua and Barbuda,North America
3465,AUS,1984,193518998163.39618,4.591710853803704,12421.473866558466,3.343549979593135,0.0,15579391.0,50.0720884322425,3.96039603960396,3.372151319732442,12.4648305084746,11.5,Australia,Australia,Oceania
3466,AUT,1984,67985344886.871605,0.05127476296684108,8991.06503963026,0.05757309299090707,0.0,7561434.0,52.5799546818621,5.66318573909351,0.0,0.0,0.0,Austria,Austria,Europe
3467,BDI,1984,987143931.166987,0.15554400495973653,203.85982997367907,-2.238831127747119,0.0,4842268.0,50.9040391816397,14.3168697883258,-4.450063397403898,0.0,12.0,Burundi,Burundi,Africa
3468,BEL,1984,83349530159.17342,2.4663828052800056,8457.268803163739,2.467921562483184,0.0,9855372.0,51.1352191703128,6.34177491009126,0.0,0.0,0.0,Belgium,Belgium,Europe
3469,BEN,1984,1051134008.7897869,7.92983956551727,244.8443675015285,4.874165090106601,0.0,4293070.0,50.9584982308698,0.0,0.0,0.0,0.0,Benin,Benin,Africa
3470,BFA,1984,1459880132.1410668,-1.778696687729365,188.33576110421637,-4.57008343126914,0.0,7751476.0,50.8517861630482,4.84695768186083,0.0,0.0,0.0,Burkina Faso,Burkina Faso,Africa
3471,BGD,1984,18920840000.0,4.80331001525434,202.28784883789987,2.0147013364915267,0.0,93534239.0,48.7659508300484,0.0,3.020813216084784,13.6067551266586,11.1342857142857,Bangladesh,Bangladesh,Asia
3472,BGR,1984,17594944444.444447,3.396443621922458,1963.5726761827364,3.1548073657987175,0.0,8960679.0,50.8930710812362,0.0,0.0,0.0,0.0,Bulgaria,Bulgaria,Europe
3473,BHR,1984,3905585106.382979,5.003646045007756,9316.380553228946,1.3855254365397371,0.0,419217.0,41.1030564123115,0.322399250235326,0.0,7.0,0.0,Bahrain,Bahrain,Asia
3475,BLZ,1984,214381949.02,1.9720650258962422,1342.2276909110262,-0.3697280665273581,0.0,159721.0,49.070566800859,3.38289962863707,4.708178061732885,9.0749999995,14.5916666666667,Belize,Belize,North America
3477,BOL,1984,6169304491.537309,-0.20066569836212977,986.7846310940514,-2.2967000067993695,0.0,6251926.0,50.113724954518,1281.34994174486,0.0,0.0,0.0,Bolivia,Bolivia,South America
3478,BRB,1984,1346890071.0982947,3.600374064837908,5235.1341193735,3.2887019519713903,0.0,257279.0,51.5110055620552,4.68579731185602,6.005478356066262,6.06666666616667,11.5,Barbados,Barbados,North America
3480,BTN,1984,160423493.96259633,4.556658988636201,341.2067975340494,1.413943761370433,0.0,470165.0,47.6892154881797,7.03770661157025,4.3901134942946705,5.5,15.0,Bhutan,Bhutan,Asia
3481,BWA,1984,1240822167.4357061,8.545383639125362,1128.87193740341,4.748067812569602,0.0,1099170.0,51.5852870802515,8.57746904251906,-2.9689635091066973,10.0,12.0,Botswana,Botswana,Africa
3482,CAF,1984,637820670.2996036,9.481726652925332,252.74858959904847,8.247836064499126,0.0,2523538.0,49.5988964699561,2.54220966810047,0.0,0.0,0.0,Central African Republic,Central African Republic,Africa
3483,CAN,1984,356718400123.5426,5.898569425083906,13930.474550255454,4.903554200145123,0.0,25607053.0,50.3295611781467,4.30477830391737,8.225484220417764,8.9375,12.0625,Canada,Canada,North America
3484,CHE,1984,109455312167.51076,3.008456392992457,16991.24588415168,2.6392044333461513,0.0,6441865.0,51.2888792568256,2.93145669136625,0.0,0.0,0.0,Switzerland,Switzerland,Europe
3485,CHL,1984,19671768029.284283,4.103683239232396,1619.3743758547282,2.6361502807801287,0.0,12147758.0,50.2289805246367,19.8602056602627,0.0,0.0,0.0,Chile,Chile,South America
3486,CHN,1984,313728547706.89655,15.191540023613399,302.5858247118815,13.690019840921863,0.0,1036825000.0,49.1048105353834,0.0,2.1495595638081197,5.759999999,7.199999999,China,China,Asia
3488,CMR,1984,7311938026.367127,7.474572543623026,768.9839824881268,4.4465438247629265,0.0,9508570.0,50.6944998038611,11.3733220902937,0.0,0.0,0.0,Cameroon,Cameroon,Africa
3491,COL,1984,38253120737.96712,3.35068373940706,1333.3709111540297,1.020971212810636,0.0,28689032.0,49.937530133467,16.1616171361426,0.0,0.0,0.0,Colombia,Colombia,South America
3492,COM,1984,184697225.63707617,4.110299988593582,505.1009277289429,1.3978130388492076,0.0,365664.0,49.8353679880984,0.0,0.0,0.0,0.0,Comoros,Comoros,Africa
3494,CRI,1984,3660477856.2297716,8.02410790730326,1357.6432965765787,5.072576128757419,0.0,2696200.0,49.6116015132409,11.9474270118864,1.1187276317811523,14.5,18.0,Costa Rica,Costa Rica,North America
3496,CUB,1984,24039383608.42345,7.929716515133833,2388.2857747035155,7.061735705316579,0.0,10065539.0,49.2949160497019,0.0,0.0,0.0,0.0,Cuba,Cuba,North America
3497,CYP,1984,2278248953.1405787,8.757894382871783,4258.74365234375,7.357757081377542,0.0,719678.0,49.5268717398614,5.99195111048444,0.0,0.0,0.0,Cyprus,Cyprus,Europe
3498,DEU,1984,725111123634.1145,2.822947809979553,9313.169412431182,3.178987194162943,0.0,77858685.0,52.3772849653594,2.4057933993196,0.0,0.0,0.0,Germany,Germany,Europe
3499,DMA,1984,109157070.74074073,4.196646829808955,1517.419244060564,4.678985066496139,0.0,71936.0,50.2835854092527,2.2179942499574,4.741481059206437,4.7002608686,11.2123139897257,Dominica,Dominica,North America
3500,DNK,1984,59105236853.79372,4.166137922844442,11562.919077848665,4.22071102724783,0.0,5111619.0,50.7042138013799,6.29077936023771,0.0,0.0,0.0,Denmark,Denmark,Europe
3501,DOM,1984,11594000000.0,1.2528959745247192,1845.560022565688,-0.9212330101115924,0.0,6282104.0,50.1646582100519,20.1516781053536,0.0,0.0,0.0,Dominican Republic,Dominican Republic,North America
3502,DZA,1984,53698548293.07447,5.599996529388719,2510.0368332423154,2.0883813854203765,0.0,21393530.0,49.1203368495054,8.116397955171,0.0,0.0,0.0,Algeria,Algeria,Africa
3507,ECU,1984,16912509091.855,2.625273268288737,1874.3819631914248,0.042222225959150705,0.0,9022979.0,49.840113780604,31.2195815120372,0.0,0.0,0.0,Ecuador,Ecuador,South America
3510,ESP,1984,172102910370.5237,1.7846875068689485,4489.9889385481365,1.3628971482148273,0.0,38330364.0,50.938299514022,11.2802765604038,0.0,0.0,0.0,Spain,Spain,Europe
3511,ETH,1984,8096302367.149759,-2.8480214522147236,206.523099882426,-5.246167637269636,0.0,39202890.0,50.4036258551347,8.41727378312053,0.0,0.0,0.0,Ethiopia,Ethiopia,Africa
3514,FIN,1984,52888800949.74278,3.2376919958560393,10833.866288693498,2.687519898587027,0.0,4881803.0,51.5912128196703,7.06765638328172,0.0,0.0,0.0,Finland,Finland,Europe
3515,FJI,1984,1178000677.9992924,8.393024472356856,1657.8459527039795,5.804629050645076,0.0,710561.0,49.3828116094185,5.29121761072427,0.0,0.0,0.0,Fiji,Fiji,Oceania
3516,FRA,1984,530683779929.4453,1.5137216034431589,9430.069648167428,1.0031468647784862,0.0,56275701.0,51.2262029049349,7.67380262247321,0.0,7.08333333333333,0.0,France,France,Europe
3517,GAB,1984,3561451560.507833,7.5089023083957755,4273.312832001066,4.629801941327344,0.0,833417.0,50.6861511104285,5.85714285714295,0.0,0.0,0.0,Gabon,Gabon,Africa
3518,GBR,1984,461487097632.349,2.269105172179465,8179.194440649911,2.1073801890933623,0.0,56422072.0,51.3781307688608,4.96071097821927,4.427354465384219,7.27166666666666,9.6801,United Kingdom,United Kingdom,Europe
3519,GHA,1984,4412279843.444227,8.64756945671597,330.69395858839715,5.729484664860379,0.0,13342487.0,50.5330303113655,39.6653137947268,0.0,15.0,0.0,Ghana,Ghana,Africa
3521,GNB,1984,138478900.62860888,9.10922298643517,156.25969085048564,7.408211911429703,0.0,886210.0,51.2902133805757,0.0,0.0,0.0,0.0,Guinea-Bissau,Guinea-Bissau,Africa
3522,GNQ,1984,50320914.4065688,1.0113816704000271,140.56317659902737,-4.984771549275322,0.0,357995.0,50.9152362463163,0.0,0.0,0.0,0.0,Equatorial Guinea,Equatorial Guinea,Africa
3523,GRC,1984,48020024183.79686,2.0105803758452936,4852.565667377189,1.503671609248073,0.0,9895801.0,50.8771832562624,18.4568132050187,0.0,0.0,0.0,Greece,Greece,Europe
3524,GRD,1984,145533310.74074072,3.5684652405338397,1460.9137981162112,2.070320744442668,0.0,99618.0,50.9837579553896,5.65961278703284,5.358728824957516,3.6461525144984,12.325478090371,Grenada,Grenada,North America
3526,GTM,1984,9470000100.0,0.49669775264345617,1234.7026407120961,-2.219224880755931,0.0,7669863.0,49.8442085091394,3.4067501183779,0.0,0.0,0.0,Guatemala,Guatemala,North America
3527,GUY,1984,437631605.2631579,-5.028737863668539,563.953166998697,-4.739298419240299,0.0,776007.0,50.4086947669287,0.0,-3.589612088084202,12.0,15.0,Guyana,Guyana,South America
3530,HND,1984,4915311846.5,6.327295760862313,1153.3095411949405,3.2303483859181625,0.0,4261919.0,49.5269619155127,4.72636815920389,12.527206815429183,0.0,16.2,Honduras,Honduras,North America
3532,HTI,1984,1816200000.2421613,0.3009170362364415,296.7680033441812,-1.7017310251160183,0.0,6119932.0,50.7450572980223,6.40203239106074,0.0,0.0,0.0,Haiti,Haiti,North America
3537,IDN,1984,84853700027.65103,6.84210526315789,522.7171469020441,4.511292577509508,0.0,162331962.0,49.9377325335352,10.45503482319,0.0,0.0,0.0,Indonesia,Indonesia,Asia
3539,IND,1984,212157645177.6516,3.8207378561060352,278.0954152206619,1.4979079489541505,0.0,762895156.0,48.2411845330946,8.31890711860039,7.9470999203981805,0.0,16.5,India,India,Asia
3540,IRL,1984,20106648454.840363,4.354372231611009,5692.027385972847,3.7096800570865014,0.0,3532423.0,49.96463694069,8.65111383765408,0.0,0.0,0.0,Ireland,Ireland,Europe
3542,IRQ,1984,46938387096.77419,-1.4852416969366686,3052.499799491488,-4.5174616032910535,0.0,15377032.0,50.4536050910215,0.0,0.0,0.0,0.0,Iraq,Iraq,Asia
3543,ISL,1984,2864441387.405068,0.0,11959.540010292087,0.0,0.0,239511.0,49.6952148099317,30.8523970770909,0.0,0.0,22.833333333,Iceland,Iceland,Europe
3544,ITA,1984,437887689001.5429,3.2258523152798517,7739.715283617952,3.2027829729281905,0.0,56576718.0,51.4227050758776,10.7944960076811,0.0,0.0,0.0,Italy,Italy,Europe
3545,JAM,1984,2373564549.493203,-1.5423457996957524,1048.3502456801518,-2.9040397771896806,0.0,2264095.0,51.0755511584099,27.8147693237453,-12.79070918778532,15.9292024750773,18.5341666666667,Jamaica,Jamaica,North America
3546,JOR,1984,4967162160.404718,4.29168776676552,1888.6986201599043,-0.2748078869717432,0.0,2629939.0,48.7722338807098,3.84747273837611,0.0,0.0,0.0,Jordan,Jordan,Asia
3547,JPN,1984,1345824500836.7627,4.410880153615352,11207.452352429258,3.7361564791634834,0.0,120083000.0,50.7258896179816,2.26161369193155,0.0,5.46861538461538,0.0,Japan,Japan,Asia
3548,KEN,1984,6191437070.184111,1.7552169770347348,330.15405338189703,-1.954638258977198,0.0,18753176.0,50.5242045400736,10.2840982131381,3.835120318781025,11.7708333333333,14.4166666666667,Kenya,Kenya,Africa
3549,KIR,1984,42123036.12313617,1.818181818181813,644.6942992307106,-0.07830609501918673,0.0,65338.0,50.4132357892804,0.0,0.0,0.0,0.0,Kiribati,Kiribati,Oceania
3552,KWT,1984,21700082752.936886,0.0,11962.651725502228,0.0,0.0,1813986.0,43.0993954749375,1.17746005046669,0.0,7.73166666666667,8.5775,Kuwait,Kuwait,Asia
3556,LIE,1984,502620991.85294354,4.285709416771127,19024.261614418756,2.8449719475386814,0.0,26420.0,50.3898561695685,0.0,0.0,0.0,0.0,Liechtenstein,Liechtenstein,Europe
3557,LKA,1984,6043474842.767295,5.0991465579138975,380.7494424356735,3.681266792820992,0.0,15872577.0,49.1303460049367,16.6382537479217,0.0,0.0,0.0,Sri Lanka,Sri Lanka,Asia
3560,LSO,1984,333163670.28022534,5.534897826181549,211.7654983421284,2.6547469216847475,0.0,1573267.0,50.5332534147096,10.9838625715774,8.769773034403006,9.9,17.5833333333333,Lesotho,Lesotho,Africa
3562,LUX,1984,4438435492.879085,6.186937010160619,12126.939198790935,6.0778481946047265,0.0,365998.0,51.3616145268044,6.43585780786993,0.0,0.0,0.0,Luxembourg,Luxembourg,Europe
3564,MAR,1984,14824667954.367361,6.41838632127623,675.016479492188,3.824549197600959,0.0,21817271.0,50.0600006297763,12.4475693291853,0.0,6.5,0.0,Morocco,Morocco,Africa
3565,MCO,1984,1037329604.3510797,1.4845156308988408,36516.68970152004,-0.023086917636334192,0.0,28407.0,53.0115816524096,0.0,0.0,0.0,0.0,Monaco,Monaco,Europe
3566,MDG,1984,3905938480.8611917,1.7601819429504246,390.0081728130059,-1.0333055829712379,0.0,10015017.0,49.5184681164296,9.85662095433882,0.0,0.0,0.0,Madagascar,Madagascar,Africa
3568,MEX,1984,184230754105.39362,3.5134133493227324,2506.8937473211345,1.5282902730406391,0.0,73489654.0,50.5708436183412,65.4488071277602,0.0,51.3566666666667,0.0,Mexico,Mexico,North America
3569,MHL,1984,45144000.0,3.866025876283615,1205.865854635788,-0.1901786761945914,0.0,37437.0,48.8741085022838,0.0,0.0,0.0,0.0,Marshall Islands,Marshall Islands,Oceania
3571,MLI,1984,1232932104.0727642,-0.2870111561966411,153.5388423072697,-2.350225029567582,0.0,8030099.0,49.8570441036904,0.0,0.0,0.0,0.0,Mali,Mali,Africa
3572,MLT,1984,1101828568.7680416,0.9423709354796586,3332.885356822563,0.9213026624232299,0.0,330593.0,50.6920245256959,-0.442500000750075,0.0,0.0,0.0,Malta,Malta,Europe
3573,MMR,1984,1304063253.0413625,4.93272802618057,36.06385772639143,2.798149979935289,0.0,36159838.0,49.8619435186629,4.84631154769053,0.0,1.5,0.0,Myanmar,Myanmar,Asia
3575,MNG,1984,2098734599.9999998,5.933419452700946,1121.3273621378332,3.336719130701752,0.0,1871652.0,50.0837762575521,0.0,0.0,0.0,0.0,Mongolia,Mongolia,Asia
3576,MRT,1984,1074373230.2843754,-3.226864452496372,633.5961963727574,-6.042269717555698,0.0,1695675.0,50.0897872528639,0.0,0.9804055269677655,5.5,12.0,Mauritania,Mauritania,Africa
3577,MUS,1984,1040554601.1099877,4.698385727098795,1027.991516783378,3.6092223905286716,0.0,1012221.0,49.6638638023363,7.38916256169472,5.384448147081768,10.2916666666667,13.25,Mauritius,Mauritius,Africa
3578,MWI,1984,1758028656.1238236,5.360304026015797,239.54601131377586,1.3307293051556286,0.0,7339002.0,51.4067307789261,20.0263032042325,3.3057349020988256,0.0,16.5,Malawi,Malawi,Africa
3579,MYS,1984,33942897422.04654,7.7617901221888275,2311.1703765964567,4.8738105937217995,0.0,14686454.0,49.292817721691,3.89727260149769,7.077983517443581,9.5,12.21,Malaysia,Malaysia,Asia
3581,NAM,1984,1951260037.8098488,-0.23689152504525168,1837.3533188102099,-2.9526778197179624,0.0,1061995.0,51.704669042698,0.0,0.0,0.0,0.0,Namibia,Namibia,Africa
3583,NER,1984,1461243326.1288204,-16.81983511366373,209.53182756449422,-19.291713542855277,0.0,6973849.0,50.4301283265525,8.36442411829966,0.0,0.0,0.0,Niger,Niger,Africa
3584,NGA,1984,73484359521.4887,-1.1156232171682348,903.4493516357529,-3.5300197887772953,0.0,81337553.0,49.8416444861576,17.8205332860842,4.342492625327238,8.25416666658333,10.2416666664167,Nigeria,Nigeria,Africa
3585,NLD,1984,143912664148.35165,3.061679182172611,9977.160216829305,2.6534039974745838,0.0,14424211.0,50.4887540284617,3.30164075759304,0.0,0.0,0.0,Netherlands,Netherlands,Europe
3586,NOR,1984,62057955032.77583,6.052381366454313,14989.485766590566,5.753520606505717,0.0,4140099.0,50.5371313464091,6.21827411167512,0.0,0.0,0.0,Norway,Norway,Europe
3587,NPL,1984,2581207387.7970943,9.68113001588577,150.58138575064388,7.115664440869821,0.0,17141610.0,49.1288099542575,2.84578495716266,0.0,0.0,0.0,Nepal,Nepal,Asia
3588,NZL,1984,21665975318.884163,4.792699229736456,6713.760131041543,3.889957747109122,0.0,3227100.0,50.4094956219965,6.17125347924442,0.0,0.0,0.0,New Zealand,New Zealand,Oceania
3590,OMN,1984,8821443150.924877,16.711593985564633,6927.98365116074,10.416365442756728,0.0,1273306.0,48.5286333371554,0.0,15.812373525090694,9.028,10.348,Oman,Oman,Asia
3592,PAK,1984,31151825467.497772,5.065205604758745,331.38876582064194,1.7977059469044008,0.0,94003867.0,47.853337778115,6.08716673573716,0.0,0.0,0.0,Pakistan,Pakistan,Asia
3593,PAN,1984,6183387100.0,2.709473773058633,2879.238835208237,0.36228177303524944,0.0,2147577.0,49.4792503365421,1.58264332858589,0.0,0.0,0.0,Panama,Panama,North America
3594,PER,1984,20339340469.333332,3.608286538169665,1054.6362029736174,1.143797385640383,0.0,19285646.0,50.0209845187452,110.208519562543,0.0,0.0,0.0,Peru,Peru,South America
